"CRN","Title","Days","Time","Students","Date","Location"
"41222","Counseling Across Cultures","R","03:45 pm-06:15 pm","0","08/22-12/07","ED 310"
"41223","Counseling Across Cultures","R","07:20 pm-09:50 pm","0","08/22-12/07","ED 302"
"42348","Counseling Across Cultures","W","03:45 pm-06:15 pm","0","08/22-12/07","ED 306"
"41224","Family Systems Therapy","R","07:20 pm-09:50 pm","17","08/22-12/07","ED 309"
"41225","Family Systems Therapy","R","07:20 pm-09:50 pm","17","08/22-12/07","ED 006"
"41226","Family Systems Therapy","R","03:45 pm-06:15 pm","17","08/22-12/07","ED 309"
"41227","Family Systems Therapy","R","03:45 pm-06:15 pm","13","08/22-12/07","ED 302"
"41228","Family Systems Therapy","R","07:20 pm-09:50 pm","11","08/22-12/07","LM 350"
"41229","Research Methods","W","03:45 pm-06:15 pm","17","08/22-12/07","ED 104"
"41230","Research Methods","W","03:45 pm-06:15 pm","17","08/22-12/07","ED 308"
"41231","Research Methods","W","07:20 pm-09:50 pm","15","08/24-08/24","LM 244A"
"41232","Research Methods","W","07:20 pm-09:50 pm","16","08/24-08/24","LM 141B"
"40298","Ideal of Ctznshp:Hist Amer Ppl","TR","02:40 pm-04:25 pm","10","08/23-12/15","KA 163"
"40297","Practicing Critical Dvrsty Std","MWF","01:00 pm-02:05 pm","15","08/23-12/15","KA 267"
"40299","Perform &amp; Cultural Resistance","TR","12:45 pm-02:30 pm","5","08/23-12/15","LM 241A"
"42074","Perform &amp; Cultural Resistance","TR","02:40 pm-04:25 pm","3","09/06-12/15","LM 241A"
"40874","Ballet (Beg)","MW","12:00 pm-01:20 pm","8","08/23-12/15","KO L102"
"40875","Contemporary Dance (Beg)","MW","09:00 am-10:20 am","8","08/23-12/15","KO L102"
"40876","Hip Hop (Beg)","F","12:15 pm-02:15 pm","19","08/23-12/15","KO L102"
"40877","Hip Hop (Beg)","MW","05:30 pm-06:20 pm","11","08/23-12/15","KO L201"
"40878","African Dance Forms","W","06:30 pm-08:30 pm","4","08/23-12/15","KO L102"
"40879","Ballroom, Latin &amp; Swing","W","01:35 pm-03:15 pm","17","08/23-12/15","KO L201"
"40880","FYS: Dance in San Francisco","T","02:40 pm-04:25 pm","0","08/23-12/15","ED 302"
"40881","Composition I","TR","12:45 pm-02:30 pm","5","08/23-12/15","KO L102"
"40883","Contemporary Dance (Int)","MW","04:40 pm-06:00 pm","7","08/23-12/15","KO L102"
"40884","Hip Hop (Int.)","R","09:00 am-11:00 am","6","08/23-12/15","KO L102"
"40885","Folklórico, Danza &amp; Culture","T","07:00 pm-08:45 pm","9","08/23-12/15","KO L102"
"40886","Philippine Dance and Culture","M","06:30 pm-08:15 pm","13","08/23-12/15","KO L102"
"40887","Hip Hop Dance and Culture","M","02:15 pm-04:00 pm","20","08/23-12/15","ED 103"
"42105","Ballet (Intermediate - Advanced)","MW","10:30 am-11:50 am","6","08/23-12/15","KO L102"
"40888","Contemporary Dance (Int/Adv)","TR","04:35 pm-05:55 pm","5","08/23-12/15","KO L102"
"40889","Dance in the Community","M","02:15 pm-04:00 pm","15","08/23-12/15","KO L102"
"40890","Dance in the Community","T","02:40 pm-04:00 pm","15","08/23-12/15","KO L102"
"40892","Workshop in Dance Production","R","06:30 pm-08:30 pm","6","08/23-12/15","KO L102"
"40729","Intro to Data Science with R","MWF","09:15 am-10:20 am","19","08/23-12/15","LM 244A"
"40800","EDA, Visualization, and Ethics","T","06:30 pm-09:30 pm","13","08/22-10/14","CO 418"
"40801","EDA, Visualization, and Ethics","T","06:30 pm-09:30 pm","0","08/22-10/14","CO 417"
"40802","Data Management","T","06:30 pm-09:30 pm","18","10/19-12/07","CO 417"
"40803","Data Management","T","06:30 pm-09:30 pm","0","10/19-12/07","CO 418"
"40804","Linear Regression Analysis","MW","09:00 am-10:50 am","0","08/22-10/14","SFH 156"
"40805","Linear Regression Analysis","MW","01:10 pm-03:00 pm","0","08/22-10/14","SFH 155"
"40806","Time Series Analysis","TR","10:00 am-11:50 am","0","10/19-12/07","SFH 529"
"40807","Time Series Analysis","TR","01:00 pm-02:50 pm","0","10/19-12/07","SFH 529"
"40808","Practicum I","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","10/19-12/07","TBA TBA"
"40809","Communications for Analytics","T","10:00 am-11:50 am","0","08/22-10/14","SFH 452"
"40810","Communications for Analytics","T","01:00 pm-02:50 pm","0","08/22-10/14","SFH 452"
"40811","Communications for Analytics","R","10:00 am-11:50 am","0","08/22-10/14","SFH 451"
"40812","Communications for Analytics","R","02:30 pm-04:20 pm","0","08/22-10/14","SFH 451"
"40813","Intro to Machine Learning","TR","10:00 am-11:50 am","0","10/19-12/07","SFH 527"
"40814","Intro to Machine Learning","TR","01:00 pm-02:50 pm","0","10/19-12/07","SFH 155"
"40815","Seminar Series I","F","12:00 pm-01:50 pm","0","08/22-10/14","SFH 155"
"40816","Seminar Series II","F","12:00 pm-01:50 pm","0","10/19-12/07","SFH 156"
"40817","Relational Databases","R","10:00 am-11:50 am","0","08/22-10/14","SFH 156"
"40818","Relational Databases","R","01:00 pm-02:50 pm","0","08/22-10/14","SFH 155"
"40819","Data Acquisition","WF","09:00 am-10:50 am","0","08/22-10/14","SFH 527"
"40820","Data Acquisition","WF","01:10 pm-03:00 pm","0","08/22-10/14","SFH 527"
"40821","Distributed Computing","F","10:00 am-11:50 am","0","10/19-12/07","SFH 527"
"40822","Distributed Computing","F","02:00 pm-03:50 pm","0","10/19-12/07","SFH 529"
"40823","Machine Learning Laboratory","T","03:15 pm-05:05 pm","0","10/19-12/07","SFH 155"
"40824","Machine Learning Laboratory","R","03:15 pm-05:05 pm","0","10/19-12/07","SFH 155"
"40430","Principles of Microeconomics","MWF","08:00 am-09:05 am","19","08/23-12/15","CO 417"
"40431","Principles of Microeconomics","MWF","09:15 am-10:20 am","7","08/23-12/15","CO 417"
"40432","Principles of Microeconomics","TR","02:40 pm-04:25 pm","10","08/23-12/15","LME 1225"
"40433","Principles of Microeconomics","MWF","11:45 am-12:50 pm","14","08/23-12/15","LM 344"
"40434","Principles of Microeconomics","MWF","01:00 pm-02:05 pm","11","08/23-12/15","KA 311"
"40435","Principles of Microeconomics","TR","04:35 pm-06:20 pm","6","08/23-12/15","ED 203"
"40436","Principles of Macroeconomics","TR","02:40 pm-04:25 pm","23","08/23-12/15","KA 211"
"40437","Principles of Macroeconomics","TR","04:35 pm-06:20 pm","11","08/23-12/15","KA 211"
"40438","Principles of Macroeconomics","MWF","11:45 am-12:50 pm","17","08/23-12/15","LM 245"
"40439","Principles of Macroeconomics","MWF","01:00 pm-02:05 pm","11","08/23-12/15","LM 245"
"42335","Principles of Macroeconomics","MWF","02:15 pm-03:20 pm","4","08/23-12/15","HR 430"
"40441","Economic Methods","TR","12:45 pm-02:30 pm","10","08/23-12/15","CO 106"
"40442","The Global Economy","TR","09:55 am-11:40 am","4","08/23-12/15","CO 315"
"40443","Intermediate Microeconomics","MWF","09:15 am-10:20 am","25","08/23-12/15","LM 355"
"40444","Intermediate Microeconomics","TR","12:45 pm-02:30 pm","8","08/23-12/15","LME 1225"
"40445","Intermediate Macroeconomics","TR","12:45 pm-02:30 pm","25","08/23-12/15","LM 151"
"40446","Econometrics","TR","12:45 pm-02:30 pm","12","08/23-12/15","KA 267"
"40447","Money, Banking, and Financial Institutions","MW","04:45 pm-06:25 pm","40","08/23-12/15","LM 245"
"40449","Economics, Politics &amp; Culture","T","02:40 pm-04:25 pm","16","08/23-12/15","CO 315"
"40450","International Economics","T","04:35 pm-06:20 pm","14","08/23-12/15","RMT RMT"
"40451","Development Economics","F","01:00 pm-04:45 pm","11","08/23-12/15","LM 355"
"40452","Mathematics for Economists","R","06:30 pm-10:10 pm","2","08/23-12/15","LM 355"
"40453","Econometrics of Fin Markets","TR","02:40 pm-04:25 pm","12","08/23-12/15","KA 267"
"40454","Natural Resource Economics and Development Policy","R","04:35 pm-06:20 pm","8","08/23-12/15","MH LL5"
"40455","Applied Microeconomic Theory","W","04:45 pm-06:25 pm","18","08/23-12/15","LM 152"
"40456","Microeconomics: Theory and Applications","T","06:30 pm-09:10 pm","25","08/23-12/15","CO 317"
"40457","Core Microeconomic Theory","W","06:30 pm-10:10 pm","10","08/23-10/14","LM 343"
"41537","Core Microeconomic Theory","W","06:30 pm-10:10 pm","8","10/17-12/07","LM 343"
"40458","Mathematics for Economists","R","06:30 pm-10:10 pm","18","08/23-12/15","LM 355"
"40459","Mathematics for Economists","F","01:00 pm-04:45 pm","14","08/23-12/15","LM 358"
"42332","Data Science for Economics","M","06:30 pm-10:10 pm","12","10/14-12/15","LS 307"
"41538","Experiments &amp; Causal Inference","M","06:30 pm-10:10 pm","15","08/23-10/14","SFH 452"
"42331","SpTp: Computational Methods","M","06:30 pm-10:10 pm","11","08/22-10/10","LS 307"
"41539","SpTp: Advanced Experimentation","M","06:30 pm-10:10 pm","8","10/17-12/07","SFH 452"
"42361","Econometrics: Panel Data","M","11:45 am-03:25 pm","19","08/22-10/14","LM 151"
"42360","Econometrics: Causal Methods","M","11:45 am-03:25 pm","20","10/17-12/07","LM 151"
"40463","Institutions Markets Platforms","R","04:35 pm-06:20 pm","12","08/23-12/15","MA 226"
"40464","Micro for Digitized Economy","W","06:30 pm-08:15 pm","14","10/17-12/07","LS 303"
"41540","International Economics","R","06:30 pm-08:15 pm","19","08/23-12/15","KA 311"
"40465","Economics of Development","M","04:45 pm-06:25 pm","19","08/23-12/15","LM 355"
"40466","Natural Resource Economics and Development Policy","R","04:35 pm-06:20 pm","18","08/23-12/15","MH LL5"
"42397","Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"41196","Multimedia Learning","S","08:00 am-12:15 pm","6","08/20-08/20","ED 309"
"41197","Multimedia Learning","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/20-12/03","RMT RMT"
"41198","Media Lab","S","01:00 pm-05:15 pm","4","08/20-08/20","LM 241A"
"41199","Media Lab","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","5","08/20-12/03","RMT RMT"
"40510","Renewable Energy Economics","M","06:00 pm-09:30 pm","0","08/23-12/15","SFH 529"
"40511","Quantitative Methods","T","06:00 pm-09:30 pm","0","08/23-12/15","SFH 451"
"42399","Renewable Energy Finance","W","06:00 pm-09:30 pm","5","10/17-12/14","SFH 452"
"40512","Electricity Systems","R","06:00 pm-09:30 pm","1","08/23-12/15","SFH 450"
"40513","Energy Practicum","<abbr title=""To Be Announced"">TBA</abbr>","30","29","<abbr title=""To Be Announced"">TBA</abbr>","In-Person Modality and Tuition (Sciences)"
"42400","SpTp:Engy Sect Capital Markets","W","06:00 pm-09:30 pm","2","08/22-10/14","SFH 527"
"40514","Energy Internship","<abbr title=""To Be Announced"">TBA</abbr>","10","10","<abbr title=""To Be Announced"">TBA</abbr>","In-Person Modality and Tuition (Sciences)"
"40497","Engineering Fabrication Lab","M","04:35 pm-07:35 pm","10","08/29-09/29","HR G82"
"41542","Engineering Fabrication Lab","T","04:35 pm-07:35 pm","9","08/29-09/29","HR G82"
"42155","Engineering Fabrication Lab","W","04:35 pm-07:35 pm","13","08/29-09/29","HR G82"
"42156","Engineering Fabrication Lab","R","04:35 pm-07:35 pm","5","08/29-09/29","HR G82"
"40498","Becoming an Engineer","F","01:00 pm-02:40 pm","2","08/23-12/15","CO 312"
"40499","Becoming an Engineer","F","01:00 pm-02:40 pm","1","08/23-12/15","ED 103"
"40500","Liberatory Design","MW","02:45 pm-04:25 pm","5","08/23-12/15","HR 150"
"40508","Laboratory","F","02:45 pm-04:25 pm","5","08/23-12/15","HR 150"
"40509","SpTp: Academic Skills Lab","M","01:00 pm-02:30 pm","1","08/23-12/15","CO 107"
"42288","SpTp: Project Applications Lab","F","01:00 pm-03:20 pm","7","08/23-12/15","HR 151"
"40505","Modeling Sustainable Systems","TR","12:45 pm-02:30 pm","17","08/23-12/15","LS 103"
"40504","Sensors through History","TR","02:40 pm-04:25 pm","30","08/23-12/15","CO 418"
"40506","Sensors through History","W","01:00 pm-03:30 pm","13","08/23-12/15","LS G07"
"40507","Sensors through History","R","09:00 am-11:30 am","17","08/23-12/15","LS G07"
"40503","Intro/Construction Materials","TR","09:55 am-11:40 am","21","08/23-12/15","ED 307"
"40502","Electronics","MW","09:00 am-11:00 am","10","08/23-12/15","LS G07"
"42157","Electronics Lab","F","09:00 am-11:00 am","10","08/23-12/15","LS G07"
"40473","ILS: Literature of the Senses","MWF","11:45 am-12:50 pm","13","08/23-12/15","ED 102"
"40474","ILS: Social Justice Literature","TR","02:40 pm-04:25 pm","19","08/23-12/15","MH LL6"
"40475","FYS: Science Fiction","MWF","10:30 am-11:35 am","0","08/23-12/15","KA 311"
"40476","Ignatian Literary Magazine","TR","04:35 pm-06:20 pm","14","08/23-12/15","LM 363"
"40477","LW: Science Fiction","MWF","11:45 am-12:50 pm","8","08/23-12/15","KA 311"
"40478","LW: Romance,Revolution&amp;Exile","TR","02:40 pm-04:25 pm","32","08/23-12/15","LM 363"
"40479","LW:Gender&amp;SexualityShakespeare","MW","04:45 pm-06:25 pm","7","08/23-12/15","KA 211"
"41541","African American Literature Survey I","TR","12:45 pm-02:30 pm","24","08/23-12/15","ED 201"
"40481","Asian American Literature Survey","TR","09:55 am-11:40 am","17","08/23-12/15","ED 201"
"40482","Creative Writing for Non-English Majors","TR","04:35 pm-06:20 pm","20","08/23-12/15","LM 346A"
"40483","Creative Writing for Non-English Majors","TR","06:30 pm-08:15 pm","20","08/23-12/15","LM 346A"
"40484","Creative Writing for Non-English Majors","MWF","03:30 pm-04:35 pm","18","08/23-12/15","LS 209"
"40485","Creative Writing for Non-English Majors","MWF","03:30 pm-04:35 pm","10","08/23-12/15","LM 141A"
"40486","Creative Writing for Non-English Majors","TR","09:55 am-11:40 am","20","08/23-12/15","ED 309"
"40487","Poetry Studio for Non-Majors","TR","12:45 pm-02:30 pm","20","08/23-12/15","LM 344"
"40488","Literature &amp; the Environment","TR","12:45 pm-02:30 pm","32","08/23-12/15","MH LL6"
"40489","Lit 1: Early Modern Drama","MW","06:30 pm-08:15 pm","18","08/23-12/15","KA 211"
"40490","Literature Period Courses: 1700-1900","MW","04:45 pm-06:25 pm","20","08/23-12/15","LME 1225"
"40491","Literature Period Courses: 1900-Present","TR","02:40 pm-04:25 pm","20","08/23-12/15","ED 010"
"40492","Intro to Writing Non-Fiction","TR","08:00 am-09:45 am","6","08/23-12/15","ED 309"
"40493","Intro to Writing Poetry","TR","06:30 pm-08:15 pm","14","08/23-12/15","LM 345"
"40494","Literary Theory","TR","12:45 pm-02:30 pm","20","08/23-12/15","LM 363"
"40495","Special Topics in Writing","TR","09:55 am-11:40 am","16","08/23-12/15","ED 110"
"40496","Fiction Workshop","M","11:45 am-03:25 pm","12","08/23-12/15","CO 317"
"42401","Fiction Workshop","W","11:45 am-03:25 pm","8","08/23-12/15","CO 414"
"40526","Environmental Chemistry","S","09:00 am-04:00 pm","2","08/27-08/27","LS 103"
"40527","Environmental Chemistry","S","09:00 am-04:00 pm","0","10/22-10/22","LS 103"
"40528","Ecology","S","09:00 am-04:00 pm","3","08/20-08/20","LS 103"
"40529","Quantitative Methods","S","09:00 am-04:00 pm","2","10/29-10/29","LS 103"
"40530","Environmental Policy: Design and Implementation","W","06:30 pm-09:30 pm","1","08/24-10/12","LS 209"
"40531","Environmental Law","S","09:00 am-04:00 pm","13","08/20-08/20","LS G12"
"42226","Wildland Fire Ecol &amp; Mgmt","S","09:00 am-04:00 pm","5","08/27-08/27","KA 267"
"40532","Environmental Toxicology","S","09:00 am-04:00 pm","9","10/22-10/22","LS G12"
"40533","Energy Resources &amp; Environ","S","09:00 am-04:00 pm","13","08/27-08/27","LS G12"
"40534","Renewable Energy","M","06:30 pm-09:30 pm","13","10/31-10/31","HR 430"
"40535","Sustainable Design","MW","04:45 pm-06:25 pm","5","08/23-12/15","HR G56"
"40536","Accelerated Intro to GIS","T","06:30 pm-09:30 pm","11","10/18-12/13","CO 312"
"40537","Advanced GIS","R","06:30 pm-09:30 pm","11","08/20-10/14","HR G24"
"40538","Intro to LiDAR Technology","T","06:30 pm-09:30 pm","3","08/22-10/14","HR G24"
"40539","Intro to Google Earth Engine","R","06:30 pm-09:30 pm","10","10/20-12/15","HR G24"
"40540","Research Methods","M","06:30 pm-09:30 pm","5","08/22-10/10","LS 209"
"40541","Research Methods","T","06:30 pm-09:30 pm","3","08/22-10/14","LS 209"
"40542","Research Methods","W","06:30 pm-09:30 pm","10","10/19-12/14","HR G24"
"40543","Master's Project","<abbr title=""To Be Announced"">TBA</abbr>","8","0","<abbr title=""To Be Announced"">TBA</abbr>","In-Person Modality and Tuition (Sciences)"
"40544","Understanding our Environment w/lab","TR","12:45 pm-02:00 pm","42","08/23-12/15","HR 136"
"40545","Understanding our Environment w/lab","MWF","08:00 am-09:05 am","42","08/23-12/15","HR 430"
"40546","Understanding our Environment w/lab","MWF","01:00 pm-01:50 pm","0","08/23-12/15","ED 203"
"40553","Laboratory","M","01:00 pm-03:50 pm","16","08/23-12/15","LS G05"
"40554","Laboratory","M","05:15 pm-08:05 pm","14","08/23-12/15","LS G05"
"40555","Laboratory","T","08:30 am-11:20 am","14","08/23-12/15","LS G05"
"40556","Laboratory","T","05:15 pm-08:05 pm","14","08/23-12/15","LS G05"
"40557","Laboratory","W","08:30 am-11:20 am","0","08/23-12/15","LS G05"
"40558","Laboratory","W","05:15 pm-08:05 pm","14","08/23-12/15","LS G05"
"40559","Laboratory","R","08:30 am-11:20 am","12","08/23-12/15","LS G05"
"40560","Laboratory","R","05:15 pm-08:05 pm","0","08/23-12/15","LS G05"
"40547","Introduction to Environmental Science w/Lab","TR","09:55 am-11:10 am","18","08/23-12/15","LS 103"
"40561","Laboratory","T","01:00 pm-04:00 pm","9","08/23-12/15","LS G05"
"40562","Laboratory","R","01:00 pm-04:00 pm","9","08/23-12/15","LS G05"
"40548","Air and Water w/Lab","MWF","09:15 am-10:20 am","27","08/23-12/15","LS 103"
"40563","Laboratory","M","01:20 pm-04:35 pm","15","08/23-12/15","LS G06"
"40564","Laboratory","W","01:20 pm-04:35 pm","12","08/23-12/15","LS G06"
"40549","California Ecosystems w/Lab","MWF","11:45 am-12:50 pm","14","08/23-12/15","LS 303"
"40565","Laboratory","W","01:00 pm-04:00 pm","14","08/23-12/15","LS G05"
"40550","Environmental Policy","TR","04:35 pm-06:20 pm","14","08/23-12/15","LS 103"
"40552","GIS 1 w/ Lab","TR","11:45 am-12:50 pm","20","08/23-12/15","HR G24"
"40566","Laboratory","TR","01:00 pm-04:25 pm","20","08/23-12/15","TBA TBA"
"40551","Environmental Engineering","TR","08:00 am-09:45 am","17","08/23-12/15","LS 303"
"42005","UG Seminar in Env. Science","R","09:55 am-11:40 am","8","08/23-12/15","ED 310"
"40515","Environment and Society","MWF","10:30 am-11:35 am","15","08/23-12/15","LM 355"
"40516","Environment and Society","MWF","01:00 pm-02:05 pm","4","08/23-12/15","MA 122"
"40517","Urban Ag: Fall","W","11:45 am-03:25 pm","20","08/23-12/15","ED OS2"
"40518","Comm Garden Outreach","M","11:45 am-03:25 pm","20","08/23-12/15","ED OS2"
"40519","Comm Garden Outreach","R","11:45 am-03:25 pm","19","08/23-12/15","ED OS2"
"40520","Comm Garden Outreach","T","11:45 am-03:25 pm","20","08/23-12/15","ED OS2"
"42454","Comm Garden Outreach","W","03:45 pm-07:25 pm","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41968","Nature Immersion","S","10:00 am-11:00 am","14","09/03-09/03","RMT RMT"
"41969","Nature Immersion","S","12:00 pm-01:00 pm","14","09/03-09/03","RMT RMT"
"40521","Commons: Land, Water and Air","TR","02:40 pm-04:25 pm","24","08/23-12/15","LM 245"
"40522","Methods in Environ Studies","TR","09:55 am-11:40 am","24","08/23-12/15","ED 006"
"40523","SpTp: Gender and Environment","MW","04:45 pm-06:25 pm","14","08/23-12/15","LM 365"
"40524","SpTp:SustainableCities&amp;SocJust","TR","12:45 pm-02:30 pm","16","08/23-12/15","ED 308"
"42095","Negotiations","F","01:30 pm-06:00 pm","0","10/14-10/14","SFH 453"
"42096","Leadership and Teams","R","01:15 pm-05:45 pm","0","08/18-08/18","SFH 453"
"42097","Executive Leadership Communication","R","01:15 pm-05:45 pm","0","10/13-10/13","SFH 453"
"42098","Business Analytics","F","08:00 am-12:30 pm","0","10/14-10/14","SFH 453"
"42099","Data Visualization","R","01:15 pm-05:56 pm","0","08/18-08/18","SFH 452"
"42100","Ethics &amp; Social Responsibility","R","01:15 pm-05:45 pm","0","11/10-11/10","SFH 452"
"42101","Strategic Management","R","08:00 am-12:30 pm","0","11/10-11/10","SFH 452"
"42102","Financial &amp; Managerial Accounting","R","08:00 am-12:30 pm","0","08/18-08/18","SFH 453"
"42103","Financial Information Analysis","R","08:00 am-12:30 pm","0","08/18-08/18","SFH 452"
"42104","Global Business Practicum","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","10/09-10/20","<abbr title=""To Be Announced"">TBA</abbr>"
"40631","First Sem Filipino","MWF","03:30 pm-04:35 pm","24","08/23-12/15","LM 343"
"40632","Third Sem Filipino","MW","04:45 pm-06:25 pm","12","08/23-12/15","LM 343"
"41730","Microeconomics for Finance","W","09:00 am-12:55 pm","0","08/23-10/16","<abbr title=""To Be Announced"">TBA</abbr>"
"41776","Financial Markets","TR","03:15 pm-05:10 pm","0","08/23-10/16","SFH 154"
"41907","Corporate Finance","F","02:30 pm-06:30 pm","2","08/23-10/16","SFH 529"
"41916","Macroeconomics for Finance","W","09:00 am-12:55 pm","1","10/19-10/19","SFH 154"
"41918","Applied Equity Valuation","W","01:15 pm-05:00 pm","21","10/19-12/09","SFH 154"
"41920","Behavioral Finance","T","01:45 pm-05:45 pm","25","08/23-10/16","SFH 451"
"41917","Econometrics","F","01:15 pm-05:00 pm","0","10/19-12/09","SFH 527"
"41919","Capital Market Theory","W","01:15 pm-05:00 pm","21","08/23-10/16","SFH 154"
"41921","Portfolio Management","R","09:00 am-01:00 pm","24","10/19-12/09","SFH 154"
"41922","MSFA Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-10/16","<abbr title=""To Be Announced"">TBA</abbr>"
"40633","Intensive French","MWF","09:15 am-11:35 am","2","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"40634","First Semester French","MWF","08:00 am-09:05 am","4","08/23-12/15","ED 103"
"40635","First Semester French","MWF","09:15 am-10:20 am","16","08/23-12/15","ED 103"
"40636","First Semester French","MWF","01:00 pm-02:05 pm","11","08/23-12/15","LM 354"
"40637","Second Semester French","MWF","08:00 am-09:05 am","7","08/23-12/15","ED 308"
"40638","Second Semester French","MWF","09:15 am-10:20 am","14","08/23-12/15","ED 308"
"40639","Intermediate French Conv","M","03:30 pm-05:10 pm","3","08/23-12/15","LM 241B"
"40640","Third Semester French","MWF","08:00 am-09:05 am","5","08/23-12/15","LM 147"
"40641","Third Semester French","MWF","11:45 am-12:50 pm","12","08/23-12/15","LM 141A"
"40642","Third Semester French","MWF","01:00 pm-02:05 pm","13","08/23-12/15","LM 141A"
"40643","French 201 Language Practicum","T","03:00 pm-03:50 pm","7","08/23-12/15","RMT RMT"
"40644","French 201 Language Practicum","W","09:30 am-10:20 am","4","08/23-12/15","RMT RMT"
"40645","French 201 Language Practicum","W","09:30 am-10:20 am","3","08/23-12/15","RMT RMT"
"40646","French 201 Language Practicum","W","02:15 pm-03:20 pm","9","08/23-12/15","RMT RMT"
"40647","French 201 Language Practicum","F","12:00 pm-12:50 pm","3","08/23-12/15","TBA TBA"
"40648","French 201 Language Practicum","M","09:30 am-10:20 am","4","08/23-12/15","RMT RMT"
"40649","Fourth Semester French","MWF","11:45 am-12:50 pm","8","08/23-12/15","LM 343"
"40650","Cultures de France","MWF","09:15 am-10:20 am","3","08/23-12/15","ED 006"
"42160","Finesses de la langue","W","03:30 pm-05:10 pm","1","08/23-12/15","LM 355"
"40652","Paris: Biographie d’une ville","MWF","10:30 am-11:35 am","4","08/23-12/15","ED 006"
"41267","Methodology of Educational Research","F","05:30 pm-09:45 pm","9","08/19-08/19","ONL ONL"
"41268","Methodology of Educational Research","S","01:00 pm-05:15 pm","6","08/20-08/20","ED 010"
"41270","Social and Critical Theoretical Foundations in Education","S","08:00 am-12:15 pm","5","08/20-08/20","ED 307"
"41271","Social and Critical Theoretical Foundations in Education","S","08:00 am-12:15 pm","0","08/20-08/20","ED 308"
"41272","Social and Critical Theoretical Foundations in Education","S","08:00 am-12:15 pm","3","08/20-08/20","ED 102"
"41274","Introduction to Inquiry: Qualitative Approaches","S","01:00 pm-05:15 pm","19","08/20-08/20","LM 141B"
"41276","Introduction to Inquiry: Qualitative Approaches","S","08:00 am-12:15 pm","21","08/20-08/20","ED 006"
"41278","Qualitative Research in Education","S","01:00 pm-05:15 pm","11","08/20-08/20","ED 006"
"42285","Qualitative Research in Education","F","05:30 pm-09:45 pm","14","08/19-08/19","ONL ONL"
"40653","First Semester German","MWF","09:15 am-10:20 am","7","08/23-12/15","ED 307"
"40654","Third Semester German","MWF","10:30 am-11:35 am","11","08/23-12/15","ED 307"
"40655","German Literature and Culture/1945-Today","TR","12:45 pm-02:30 pm","1","08/23-12/15","LM 365"
"40656","First Sem Ancient Greek","MWF","09:15 am-10:50 am","2","08/23-12/15","TBA TBA"
"42225","Death and Dying: Exploring New Paradigms","M","04:45 pm-08:25 pm","48","08/23-12/15","CO 414"
"42238","Wellness: Mind, Body, and Spirit","<abbr title=""To Be Announced"">TBA</abbr>","15","0","<abbr title=""To Be Announced"">TBA</abbr>","&nbsp;"
"42185","Introduction to the Techniques for Healthy Cooking: Serving Vulnerable Populations","R","04:35 pm-08:25 pm","15","08/23-12/15","LM 108"
"41908","Computer Science for Health Informatics Professionals","MW","03:00 pm-04:40 pm","0","08/23-12/15","MA 226"
"41909","Perspectives on Health Informatics","M","06:30 pm-10:30 pm","1","08/23-12/15","CO 418"
"41910","Natural Language Processing for Healthcare","T","06:30 pm-10:30 pm","0","08/23-12/15","CO 414"
"42392","Digital Health Entrepreneurship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","6","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41911","Statistical Computing for Biomedical Informatics","MW","04:45 pm-06:25 pm","3","08/23-12/15","KA 363"
"41912","Capstone Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41913","Capstone Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41914","Capstone Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41915","Capstone Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"42333","Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"42334","Project in Health Informatics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"40657","First Semester Hebrew","MWF","12:00 pm-01:40 pm","3","08/23-12/15","TBA TBA"
"40658","Third Semester Hebrew","MWF","10:30 am-11:35 am","1","08/23-12/15","TBA TBA"
"40567","European Civilization","MWF","01:00 pm-02:05 pm","40","08/23-12/15","LM 244A"
