"CRN","Title","Days","Time","Students","Date","Location"
"41207","Ethical, Legal, and Professional Issues","T","03:45 pm-06:15 pm","17","08/22-12/07","LM 345"
"42347","Ethical, Legal, and Professional Issues","W","07:20 pm-09:50 pm","17","08/22-12/07","ED 102"
"41208","Traineeship I","T","07:20 pm-09:50 pm","8","08/22-12/07","RMT RMT"
"41209","Traineeship I","W","07:20 pm-09:50 pm","9","08/22-12/07","ONL ONL"
"41210","Traineeship I","W","07:20 pm-09:50 pm","7","08/22-12/07","ONL ONL"
"41211","Traineeship I","R","07:20 pm-09:50 pm","8","08/22-12/07","ONL ONL"
"41212","Traineeship I","R","07:20 pm-09:50 pm","5","08/22-12/07","ONL ONL"
"41213","Traineeship I","W","03:45 pm-06:15 pm","6","08/24-08/24","ED 010"
"41214","Traineeship I","W","03:45 pm-06:15 pm","7","08/24-08/24","MA 227"
"41215","Traineeship I","W","03:45 pm-06:15 pm","9","08/24-08/24","ED 302"
"42255","Traineeship I","W","03:45 pm-06:15 pm","7","08/24-08/24","LM 344"
"41216","Group Work in Clinical Settings","R","03:45 pm-06:15 pm","18","08/22-12/07","ED 308"
"41217","Group Work in Clinical Settings","R","03:45 pm-06:15 pm","17","08/22-12/07","ED 307"
"41218","Group Work in Clinical Settings","R","07:20 pm-09:50 pm","16","08/22-12/07","ED 104"
"41219","Group Work in Clinical Settings","R","07:20 pm-09:50 pm","13","08/22-12/07","ED 308"
"41220","Counseling Across Cultures","W","07:20 pm-09:50 pm","15","08/22-12/07","ED 104"
"41221","Counseling Across Cultures","W","03:45 pm-06:15 pm","15","08/24-08/24","RMT RMT"
"41222","Counseling Across Cultures","R","03:45 pm-06:15 pm","17","08/22-12/07","ED 310"
"41223","Counseling Across Cultures","R","07:20 pm-09:50 pm","17","08/22-12/07","ED 310"
"42348","Counseling Across Cultures","W","03:45 pm-06:15 pm","15","08/22-12/07","ED 306"
"41224","Family Systems Therapy","R","07:20 pm-09:50 pm","17","08/22-12/07","ED 309"
"41225","Family Systems Therapy","R","07:20 pm-09:50 pm","17","08/22-12/07","ED 006"
"41226","Family Systems Therapy","R","03:45 pm-06:15 pm","16","08/22-12/07","ED 309"
"41227","Family Systems Therapy","R","03:45 pm-06:15 pm","13","08/22-12/07","ED 302"
"41228","Family Systems Therapy","R","07:20 pm-09:50 pm","15","08/22-12/07","LM 350"
"41229","Research Methods","W","03:45 pm-06:15 pm","17","08/22-12/07","LM 241B"
"41230","Research Methods","W","03:45 pm-06:15 pm","17","08/22-12/07","ED 308"
"41231","Research Methods","W","07:20 pm-09:50 pm","13","08/24-08/24","LM 244A"
"41232","Research Methods","W","07:20 pm-09:50 pm","16","08/24-08/24","LM 141B"
"40298","Ideal of Ctznshp:Hist Amer Ppl","TR","02:40 pm-04:25 pm","8","08/23-12/06","KA 111"
"40297","Practicing Critical Dvrsty Std","MWF","01:00 pm-02:05 pm","16","08/23-12/07","KA 267"
"40299","Perform &amp; Cultural Resistance","TR","12:45 pm-02:30 pm","6","08/23-12/06","LM 241A"
"42074","Perform &amp; Cultural Resistance","TR","02:40 pm-04:25 pm","5","09/06-12/15","LM 241A"
"40874","Ballet (Beg)","MW","12:00 pm-01:20 pm","16","08/23-12/07","KO L102"
"40875","Contemporary Dance (Beg)","MW","09:00 am-10:20 am","13","08/23-12/07","KO L102"
"40876","Hip Hop (Beg)","F","12:15 pm-02:15 pm","20","08/23-12/02","KO L102"
"40877","Hip Hop (Beg)","MW","05:30 pm-06:20 pm","16","08/23-12/07","KO L201"
"40878","African Dance Forms","W","06:30 pm-08:30 pm","7","08/23-12/07","KO L102"
"40879","Ballroom, Latin &amp; Swing","W","01:35 pm-03:15 pm","24","08/23-12/07","KO L201"
"40880","FYS: Dance in San Francisco","T","02:40 pm-04:25 pm","18","08/23-12/06","ED 302"
"40881","Composition I","TR","12:45 pm-02:30 pm","8","08/23-12/06","KO L102"
"40883","Contemporary Dance (Int)","MW","04:40 pm-06:00 pm","15","08/23-12/07","KO L102"
"40884","Hip Hop (Int.)","R","09:00 am-11:00 am","6","08/23-12/01","KO L102"
"40885","Folklórico, Danza &amp; Culture","T","07:00 pm-08:45 pm","21","08/23-12/06","ED 203"
"40886","Philippine Dance and Culture","M","06:30 pm-08:15 pm","19","08/23-12/05","KO L102"
"40887","Hip Hop Dance and Culture","M","02:15 pm-04:00 pm","19","08/23-12/05","ED 103"
"42105","Ballet (Intermediate - Advanced)","MW","10:30 am-11:50 am","16","08/23-12/07","KO L102"
"40888","Contemporary Dance (Int/Adv)","TR","04:35 pm-05:55 pm","7","08/23-12/06","KO L102"
"40889","Dance in the Community","M","02:15 pm-04:00 pm","16","08/23-12/05","KO L102"
"40890","Dance in the Community","T","02:40 pm-04:25 pm","16","08/23-12/06","KO L102"
"40892","Workshop in Dance Production","R","06:30 pm-08:30 pm","28","08/23-12/01","LM 151"
"40729","Intro to Data Science with R","MWF","09:15 am-10:20 am","39","08/23-12/07","LM 244A"
"40800","EDA, Visualization, and Ethics","T","06:30 pm-09:30 pm","25","08/22-10/14","CO 418"
"40801","EDA, Visualization, and Ethics","T","06:30 pm-09:30 pm","0","08/22-10/14","CO 417"
"40802","Data Management","T","06:30 pm-09:30 pm","25","10/19-12/07","CO 417"
"40803","Data Management","T","06:30 pm-09:30 pm","12","10/19-12/07","CO 418"
"40804","Linear Regression Analysis","MW","09:00 am-12:00 pm","39","08/22-10/14","SFH 156"
"40805","Linear Regression Analysis","MW","12:01 pm-03:00 pm","42","08/22-10/14","SFH 155"
"40806","Time Series Analysis","TR","10:00 am-11:50 am","40","10/19-12/07","SFH 529"
"40807","Time Series Analysis","TR","01:00 pm-02:50 pm","43","10/19-12/07","SFH 529"
"40808","Practicum I","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","85","10/19-12/07","TBA TBA"
"40809","Communications for Analytics","T","10:00 am-11:50 am","19","08/22-10/14","SFH 452"
"40810","Communications for Analytics","T","01:00 pm-02:50 pm","20","08/22-10/14","SFH 452"
"40811","Communications for Analytics","R","10:00 am-11:50 am","21","08/22-10/14","SFH 451"
"40812","Communications for Analytics","R","02:30 pm-04:20 pm","21","08/22-10/14","SFH 451"
"40813","Intro to Machine Learning","TR","10:00 am-11:50 am","43","10/19-12/07","SFH 527"
"40814","Intro to Machine Learning","TR","01:00 pm-02:50 pm","40","10/19-12/07","SFH 155"
"40815","Seminar Series I","F","12:00 pm-01:50 pm","83","08/22-10/14","SFH 155"
"40816","Seminar Series II","F","12:00 pm-01:50 pm","82","10/19-12/07","SFH 156"
"40817","Relational Databases","R","10:00 am-11:50 am","42","08/22-10/14","SFH 156"
"40818","Relational Databases","R","01:00 pm-02:50 pm","41","08/22-10/14","SFH 155"
"40819","Data Acquisition","WF","10:00 am-11:59 am","42","08/22-10/14","SFH 527"
"40820","Data Acquisition","W","01:10 pm-03:00 pm","39","08/22-10/14","SFH 527"
"40821","Distributed Computing","F","10:00 am-11:50 am","42","10/19-12/07","SFH 527"
"40822","Distributed Computing","F","02:00 pm-03:50 pm","43","10/19-12/07","SFH 529"
"40823","Machine Learning Laboratory","T","03:15 pm-05:05 pm","42","10/19-12/07","SFH 155"
"40824","Machine Learning Laboratory","R","03:15 pm-05:05 pm","42","10/19-12/07","SFH 155"
"40430","Principles of Microeconomics","MWF","08:00 am-09:05 am","37","08/23-12/07","CO 417"
"40431","Principles of Microeconomics","MWF","09:15 am-10:20 am","40","08/23-12/07","LM 358"
"40432","Principles of Microeconomics","TR","02:40 pm-04:25 pm","38","08/23-12/06","LME 1225"
"40433","Principles of Microeconomics","MWF","11:45 am-12:50 pm","37","08/23-12/07","LM 344"
"40434","Principles of Microeconomics","MWF","01:00 pm-02:05 pm","40","08/23-12/07","KA 311"
"40435","Principles of Microeconomics","TR","04:35 pm-06:20 pm","38","08/23-12/06","LME 1225"
"42542","Principles of Microeconomics","T","12:45 pm-02:30 pm","39","08/23-12/06","RMT RMT"
"42643","Principles of Microeconomics","MWF","11:45 am-12:50 pm","38","08/23-12/07","LM 358"
"40436","Principles of Macroeconomics","TR","02:40 pm-04:25 pm","38","08/23-12/06","KA 211"
"40437","Principles of Macroeconomics","TR","04:35 pm-06:20 pm","37","08/23-12/06","KA 211"
"40438","Principles of Macroeconomics","MWF","11:45 am-12:50 pm","39","08/23-12/07","LM 245"
"40439","Principles of Macroeconomics","MWF","01:00 pm-02:05 pm","36","08/23-12/07","LM 245"
"42335","Principles of Macroeconomics","MWF","02:15 pm-03:20 pm","37","08/23-12/07","KA 263"
"42638","Principles of Macroeconomics","TR","12:45 pm-02:30 pm","23","08/23-12/06","LM 244B"
"40441","Economic Methods","TR","12:45 pm-02:30 pm","16","08/23-12/06","CO 106"
"40442","The Global Economy","TR","09:55 am-11:40 am","9","08/23-12/06","ED 110"
"40443","Intermediate Microeconomics","MWF","09:15 am-10:20 am","32","08/23-12/07","CO 413"
"40445","Intermediate Macroeconomics","TR","12:45 pm-02:30 pm","24","08/23-12/06","ED 201"
"40446","Econometrics","TR","12:45 pm-02:30 pm","16","08/23-12/06","KA 267"
"40447","Money, Banking, and Financial Institutions","MW","04:45 pm-06:25 pm","41","08/23-12/07","LM 245"
"40449","Economics, Politics &amp; Culture","T","02:40 pm-04:25 pm","17","08/23-12/06","CO 315"
"40450","International Economics","T","04:35 pm-06:20 pm","15","08/23-12/06","RMT RMT"
"40451","Development Economics","F","01:00 pm-04:45 pm","15","08/23-12/02","LM 355"
"42577","Experimental Courses","R","04:35 pm-06:20 pm","3","08/23-12/01","MA 226"
"42703","Econ of Homelessness","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/07","TBA "
"42864","Great Depression Research","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"40452","Mathematics for Economists","R","06:30 pm-10:10 pm","0","08/23-12/01","HR 136"
"40453","Econometrics of Fin Markets","TR","02:40 pm-04:25 pm","11","08/23-12/06","KA 267"
"40454","Natural Resource Economics and Development Policy","R","04:35 pm-06:20 pm","5","08/23-12/01","MH LL5"
"40455","Applied Microeconomic Theory","W","04:45 pm-06:25 pm","13","08/23-12/07","LM 152"
"40456","Microeconomics: Theory and Applications","T","06:30 pm-09:10 pm","27","08/23-12/06","CO 317"
"40457","Core Microeconomic Theory","W","06:30 pm-10:10 pm","9","08/23-10/14","CO 106"
"41537","Core Microeconomic Theory","W","06:30 pm-10:10 pm","13","10/17-12/07","CO 106"
"40458","Mathematics for Economists","R","06:30 pm-10:10 pm","21","08/23-12/01","HR 136"
"40459","Mathematics for Economists","F","01:00 pm-04:45 pm","21","08/23-12/02","LM 358"
"42332","Data Science for Economics","M","06:30 pm-10:10 pm","25","10/14-12/15","KA 267"
"41538","Experiments &amp; Causal Inference","M","06:30 pm-10:10 pm","17","08/22-10/14","SFH 452"
"42331","SpTp: Computational Methods","M","06:30 pm-10:10 pm","30","08/22-10/10","KA 267"
"41539","SpTp: Advanced Experimentation","M","06:30 pm-10:10 pm","13","10/17-12/07","SFH 452"
"42361","Econometrics: Panel Data","M","11:45 am-03:25 pm","20","08/22-10/14","ED 102"
"42360","Econometrics: Causal Methods","M","11:45 am-03:25 pm","24","10/17-12/07","ED 102"
"40463","Institutions Markets Platforms","R","04:35 pm-06:20 pm","12","08/23-12/01","MA 226"
"40464","Micro for Digitized Economy","W","06:30 pm-10:10 pm","17","10/17-12/07","LS 303"
"41540","International Economics","R","06:30 pm-08:15 pm","14","08/23-12/01","KA 311"
"40465","Economics of Development","M","04:45 pm-06:25 pm","24","08/23-12/05","LM 357"
"40466","Natural Resource Economics and Development Policy","R","04:35 pm-06:20 pm","19","08/23-12/01","MH LL5"
"42793","Education Work Study","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","TBA "
"42878","Education Work Study","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42879","Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"42397","Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/07","TBA "
"42769","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42770","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42798","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42803","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42841","Master's Thesis Research","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42842","Master's Thesis Research","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42880","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42849","Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42881","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42882","Master's Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42883","Thesis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"41196","Multimedia Learning","S","08:00 am-12:15 pm","10","08/20-08/20","ED 010"
"41197","Multimedia Learning","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","12","08/20-12/03","RMT RMT"
"41198","Media Lab","S","01:00 pm-05:15 pm","7","08/20-08/20","GL 220"
"41199","Media Lab","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","13","08/20-12/03","RMT RMT"
"40510","Renewable Energy Economics","M","06:00 pm-09:30 pm","14","08/23-12/05","SFH 529"
"40511","Quantitative Methods","T","06:00 pm-09:30 pm","14","08/23-12/06","SFH 450"
"42399","Renewable Energy Finance","W","06:00 pm-09:30 pm","20","10/17-12/14","SFH 452"
"40512","Electricity Systems","R","06:00 pm-09:30 pm","18","08/23-12/01","SFH 154"
"40513","Energy Practicum","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","18","08/23-12/15","TBA TBA"
"42400","SpTp:Engy Sect Capital Markets","W","06:00 pm-09:30 pm","14","08/22-10/14","SFH 527"
"40514","Energy Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/15","TBA TBA"
"40498","Becoming an Engineer","F","01:00 pm-02:40 pm","18","08/23-12/02","CO 312"
"40499","Becoming an Engineer","F","01:00 pm-02:40 pm","18","08/23-12/02","ED 103"
"40500","Liberatory Design","MW","02:45 pm-04:25 pm","16","08/23-12/07","CO 315"
"40508","Laboratory","F","02:45 pm-04:25 pm","9","08/23-12/02","HR 150"
"40509","SpTp: Academic Skills Lab","M","01:00 pm-02:30 pm","4","08/23-12/05","CO 107"
"42288","SpTp: Project Applications Lab","F","01:00 pm-03:20 pm","7","08/23-12/02","HR 151"
"40505","Modeling Sustainable Systems","TR","12:00 pm-02:30 pm","19","08/23-08/31","LS 103"
"40504","Sensors through History","TR","02:40 pm-04:25 pm","31","08/23-12/06","CO 418"
"40506","Sensors through History","W","04:00 pm-06:35 pm","14","08/23-12/07","LS G07"
"40507","Sensors through History","R","09:00 am-11:30 am","17","08/23-12/01","LS G07"
"40503","Intro/Construction Materials","TR","09:55 am-11:40 am","20","08/23-12/06","ED 307"
"40502","Electronics","MW","09:00 am-11:00 am","11","08/23-12/07","LS G07"
"42157","Electronics Lab","F","09:00 am-11:00 am","11","08/23-12/02","LS G07"
"40473","ILS: Literature of the Senses","MWF","11:45 am-12:50 pm","19","08/23-12/07","LM 141A"
"40474","ILS: Social Justice Literature","TR","02:40 pm-04:25 pm","20","08/23-12/06","MH LL6"
"40475","FYS: Science Fiction","MWF","10:30 am-11:35 am","18","08/23-12/07","KA 311"
"42701","FYS: Global Lit: Magic Realism","TR","09:55 am-11:40 am","17","08/23-12/06","LM 350"
"40476","Ignatian Literary Magazine","TR","04:35 pm-06:20 pm","11","08/23-12/06","LM 363"
"40477","LW: Science Fiction","MWF","11:45 am-12:50 pm","38","08/23-12/07","KA 311"
"40478","LW: Romance, Revolution, Exile","TR","02:40 pm-04:25 pm","37","08/23-12/06","LM 363"
"40479","LW:Gender&amp;SexualityShakespeare","MW","04:45 pm-06:25 pm","30","08/23-12/07","KA 163"
"41541","African American Literature Survey I","TR","12:45 pm-02:30 pm","39","08/23-12/06","LM 358"
"40481","Asian American Literature Survey","TR","09:55 am-11:40 am","39","08/23-12/06","LM 363"
"40482","Creative Writing for Non-English Majors","TR","04:35 pm-06:20 pm","19","08/23-12/06","LM 346A"
"40483","Creative Writing for Non-English Majors","TR","06:30 pm-08:15 pm","20","08/23-12/06","LM 344"
"40484","Creative Writing for Non-English Majors","MWF","03:30 pm-04:35 pm","21","08/23-12/07","LME 1223"
"40485","Creative Writing for Non-English Majors","MWF","03:30 pm-04:35 pm","19","08/23-12/07","LM 141A"
"40486","Creative Writing for Non-English Majors","TR","09:55 am-11:40 am","20","08/23-12/06","ED 103"
"40487","Poetry Studio for Non-Majors","TR","12:45 pm-02:30 pm","20","08/23-12/06","LM 141B"
"40488","Literature &amp; the Environment","TR","12:45 pm-02:30 pm","41","08/23-12/06","MH LL6"
"40489","Lit 1: Early Modern Drama","MW","06:30 pm-08:15 pm","18","08/23-12/07","KA 163"
"40490","Literature Period Courses: 1700-1900","MW","04:45 pm-06:25 pm","20","08/23-12/07","LM 354"
"40491","Literature Period Courses: 1900-Present","TR","02:40 pm-04:25 pm","21","08/23-12/06","LM 358"
"40493","Intro to Writing Poetry","TR","06:30 pm-08:15 pm","16","08/23-12/06","LM 346A"
"40494","Literary Theory","TR","12:45 pm-02:30 pm","18","08/23-12/06","LM 363"
"40495","Special Topics in Writing","TR","09:55 am-11:40 am","18","08/23-12/06","LM 141B"
"40496","Fiction Workshop","M","11:45 am-03:25 pm","10","08/23-12/05","LM 346B"
"42401","Fiction Workshop","W","11:45 am-03:25 pm","14","08/23-12/07","LM 346B"
"40526","Environmental Chemistry","S","09:00 am-04:00 pm","8","08/27-08/27","LS 103"
"40527","Environmental Chemistry","S","09:00 am-04:00 pm","16","10/22-10/22","LS 103"
"40528","Ecology","S","09:00 am-04:00 pm","22","08/20-08/20","LS 103"
"40529","Quantitative Methods","S","09:00 am-04:00 pm","18","10/29-10/29","LS 103"
"40530","Environmental Policy: Design and Implementation","W","06:30 pm-09:30 pm","9","08/24-10/12","LS 303"
"40531","Environmental Law","S","09:00 am-04:00 pm","12","08/20-08/20","KA 263"
"42226","Wildland Fire Ecol &amp; Mgmt","S","09:00 am-04:00 pm","13","08/27-08/27","KA 267"
"40532","Environmental Toxicology","S","09:00 am-04:00 pm","14","10/22-10/22","KA 211"
"40533","Energy Resources &amp; Environ","S","09:00 am-04:00 pm","16","08/27-08/27","KA 263"
"40534","Renewable Energy","M","06:30 pm-09:30 pm","16","10/31-10/31","HR 430"
"40535","Sustainable Design","MW","04:45 pm-06:25 pm","6","08/23-12/07","HR G56"
"40536","Accelerated Intro to GIS","T","06:30 pm-09:30 pm","15","10/18-12/13","HR G24"
"40537","Advanced GIS","R","06:30 pm-09:30 pm","11","08/20-10/14","HR G24"
"40538","Intro to LiDAR Technology","T","06:30 pm-09:30 pm","12","08/22-10/14","HR G24"
"40539","Intro to Google Earth Engine","R","06:30 pm-09:30 pm","14","10/20-12/15","HR G24"
"40540","Research Methods","M","06:30 pm-09:30 pm","8","08/22-10/10","LM 245"
"40542","Research Methods","W","06:30 pm-09:30 pm","11","10/19-12/14","CO 417"
"40543","Master's Project","S","09:00 am-04:00 pm","7","08/20-08/20","KA 311"
"40544","Understanding our Environment w/lab","TR","12:45 pm-02:00 pm","42","08/23-12/06","HR 136"
"40545","Understanding our Environment w/lab","MWF","08:00 am-09:05 am","41","08/23-12/07","HR 430"
"40546","Understanding our Environment w/lab","MWF","01:00 pm-01:50 pm","27","08/23-12/07","ED 203"
"40553","Laboratory","M","08:30 am-11:20 am","12","08/23-12/05","LS G05"
"40554","Laboratory","M","05:15 pm-08:05 pm","16","08/23-12/05","LS G05"
"40555","Laboratory","T","08:30 am-11:20 am","15","08/23-12/06","LS G05"
"40556","Laboratory","T","05:15 pm-08:05 pm","16","08/23-12/06","LS G05"
"40557","Laboratory","W","08:30 am-11:20 am","6","08/23-12/07","LS G05"
"40558","Laboratory","W","05:15 pm-08:05 pm","13","08/23-12/07","LS G05"
"40559","Laboratory","R","08:30 am-11:20 am","16","08/23-12/01","LS G05"
"40560","Laboratory","R","05:15 pm-08:05 pm","16","08/23-12/01","LS G05"
"40547","Introduction to Environmental Science w/Lab","TR","09:55 am-11:10 am","47","08/23-12/06","ED 201"
"40561","Laboratory","T","01:00 pm-04:00 pm","15","08/23-12/06","LS G05"
"40562","Laboratory","R","01:00 pm-04:00 pm","16","08/23-12/01","LS G05"
"42627","Laboratory","M","01:00 pm-04:00 pm","16","08/23-12/05","LS G05"
"40548","Air and Water w/Lab","MWF","09:15 am-10:20 am","29","08/23-12/07","LS 103"
"40563","Laboratory","M","01:20 pm-04:35 pm","15","08/23-12/05","LS G06"
"40564","Laboratory","W","01:20 pm-04:35 pm","14","08/23-12/07","LS G06"
"40549","California Ecosystems w/Lab","MWF","11:45 am-12:50 pm","16","08/23-12/07","LS 303"
"40565","Laboratory","W","01:00 pm-04:00 pm","16","08/23-12/07","LS G05"
"40550","Environmental Policy","TR","04:35 pm-06:20 pm","16","08/23-12/06","LS 103"
"40552","GIS 1 w/ Lab","TR","11:45 am-12:50 pm","22","08/23-12/06","HR G24"
"40566","Laboratory","TR","01:00 pm-04:25 pm","22","08/23-12/06","TBA TBA"
"40551","Environmental Engineering","TR","08:00 am-09:45 am","16","08/23-12/06","LS 303"
"40515","Environment and Society","MWF","10:30 am-11:35 am","35","08/23-12/07","LM 355"
"42463","FYS: Golden Gate Park","TR","02:40 pm-04:25 pm","19","08/23-12/06","MH LL5"
"40517","Urban Ag: Fall","W","11:45 am-03:25 pm","20","08/23-12/07","ED OS2"
"40519","Comm Garden Outreach","R","11:45 am-12:40 pm","21","08/23-12/15","ED 104"
"40520","Comm Garden Outreach","T","11:45 am-12:40 pm","19","08/23-12/06","ED 101"
"42454","Comm Garden Outreach","W","03:45 pm-07:25 pm","21","08/23-12/07","ED 309"
"41968","Nature Immersion","S","10:00 am-11:00 am","13","09/03-09/03","RMT RMT"
"41969","Nature Immersion","S","12:00 pm-01:00 pm","14","09/03-09/03","RMT RMT"
"40521","Commons: Land, Water and Air","TR","02:40 pm-04:25 pm","24","08/23-12/06","LM 357"
"40522","Methods in Environ Studies","TR","09:55 am-11:40 am","25","08/23-12/06","ED 006"
"40523","SpTp: Gender and Environment","MW","04:45 pm-06:25 pm","16","08/23-12/07","LM 365"
"40524","SpTp:SustainableCities&amp;SocJust","TR","12:45 pm-02:30 pm","21","08/23-12/06","LME 1223"
"42576","Apiary Community Culture","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/07","TBA "
"42095","Negotiations","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","20","10/01-10/13","ONL ONL"
"42096","Leadership and Teams","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","20","08/01-08/17","ONL ONL"
"42097","Executive Leadership Communication","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","20","10/01-10/12","ONL ONL"
"42098","Business Analytics","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","20","10/01-10/13","ONL ONL"
"42099","Data Visualization","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","19","08/01-08/17","ONL ONL"
"42100","Ethics &amp; Social Responsibility","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","19","11/01-11/09","ONL ONL"
"42101","Strategic Management","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","19","11/01-11/09","ONL ONL"
"42102","Financial &amp; Managerial Accounting","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","20","08/01-08/17","ONL ONL"
"42103","Financial Information Analysis","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","19","08/01-08/17","ONL ONL"
"42104","Global Business Practicum","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","19","10/01-10/08","ONL ONL"
"40631","First Sem Filipino","MWF","03:30 pm-04:35 pm","21","08/23-12/07","LM 343"
"40632","Third Sem Filipino","MW","04:45 pm-06:25 pm","12","08/23-12/07","LM 343"
"41730","Microeconomics for Finance","W","09:00 am-12:55 pm","14","08/23-10/16","SFH 154"
"41776","Financial Markets","TR","03:15 pm-05:10 pm","12","08/23-10/16","SFH 154"
"41916","Macroeconomics for Finance","W","09:00 am-12:55 pm","12","10/19-10/19","SFH 154"
"41918","Applied Equity Valuation","W","01:15 pm-05:00 pm","17","10/19-12/09","SFH 154"
"41920","Behavioral Finance","T","01:45 pm-05:45 pm","32","08/23-10/16","SFH 451"
"41917","Econometrics","F","01:15 pm-05:00 pm","10","10/19-12/09","SFH 527"
"41919","Capital Market Theory","W","01:15 pm-05:00 pm","30","08/23-10/16","SFH 154"
"41921","Portfolio Management","R","09:00 am-01:00 pm","33","10/19-12/09","SFH 154"
"42708","MSFA Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"41922","MSFA Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","6","08/23-10/16","<abbr title=""To Be Announced"">TBA</abbr>"
"40634","First Semester French","MWF","08:00 am-09:05 am","18","08/23-12/07","ED 103"
"40635","First Semester French","MWF","09:15 am-10:20 am","20","08/23-12/07","ED 103"
"40636","First Semester French","MWF","01:00 pm-02:05 pm","20","08/23-12/07","LM 354"
"42481","First Semester French","MWF","10:30 am-11:35 am","15","08/23-12/07","ED 309"
"40637","Second Semester French","MWF","08:00 am-09:05 am","14","08/23-12/07","LM 141A"
"40638","Second Semester French","MWF","09:15 am-10:20 am","14","08/23-12/07","LM 141A"
"40639","Intermediate French Conv","M","03:30 pm-05:10 pm","0","08/23-12/05","LM 241B"
"40641","Third Semester French","MW","11:45 am-12:50 pm","15","08/23-12/07","LM 147"
"40642","Third Semester French","MW","01:00 pm-02:05 pm","15","08/23-12/07","LM 147"
"40643","French 201 Language Practicum","T","03:00 pm-03:50 pm","10","08/23-12/06","RMT RMT"
"40644","French 201 Language Practicum","W","09:30 am-10:20 am","2","08/23-12/07","RMT RMT"
"40645","French 201 Language Practicum","W","09:30 am-10:20 am","2","08/23-12/07","RMT RMT"
"40646","French 201 Language Practicum","W","02:15 pm-03:20 pm","7","08/23-12/07","RMT RMT"
"40647","French 201 Language Practicum","F","12:00 pm-12:50 pm","4","08/23-12/02","TBA TBA"
"40648","French 201 Language Practicum","M","09:30 am-10:20 am","5","08/23-12/05","RMT RMT"
"40649","Fourth Semester French","MWF","11:45 am-12:50 pm","18","08/23-12/07","LM 343"
"40650","Cultures de France","MWF","09:15 am-10:20 am","1","08/23-12/07","LM 344"
"40652","Paris: Biographie d’une ville","MWF","10:30 am-11:35 am","5","08/23-12/07","ED 302"
"42853","Third Semester French","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42861","Intermediate French Conv","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42862","Intermediate French Conv","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42863","Intermediate French Conv","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
